seq_id,source,type,start,end,score,strand,phase,attributes
NC_036790.1,Gnomon,gene,18489552,18492553,.,+,.,ID=gene-isoc2;Dbxref=GeneID:101485726;Name=isoc2;gbkey=Gene;gene=isoc2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18492789,18498236,.,+,.,ID=gene-LOC101486309;Dbxref=GeneID:101486309;Name=LOC101486309;gbkey=Gene;gene=LOC101486309;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18503293,18519365,.,-,.,ID=gene-LOC101486599;Dbxref=GeneID:101486599;Name=LOC101486599;gbkey=Gene;gene=LOC101486599;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18528742,18533496,.,+,.,ID=gene-LOC101487833;Dbxref=GeneID:101487833;Name=LOC101487833;gbkey=Gene;gene=LOC101487833;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18537842,18541316,.,+,.,ID=gene-LOC101485353;Dbxref=GeneID:101485353;Name=LOC101485353;gbkey=Gene;gene=LOC101485353;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18541387,18550850,.,-,.,ID=gene-LOC101488106;Dbxref=GeneID:101488106;Name=LOC101488106;gbkey=Gene;gene=LOC101488106;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18551507,18553142,.,-,.,ID=gene-aicda;Dbxref=GeneID:101463826;Name=aicda;gbkey=Gene;gene=aicda;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18556229,18558259,.,-,.,ID=gene-nat14;Dbxref=GeneID:101464127;Name=nat14;gbkey=Gene;gene=nat14;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18560859,18571035,.,-,.,ID=gene-LOC101464595;Dbxref=GeneID:101464595;Name=LOC101464595;gbkey=Gene;gene=LOC101464595;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18571414,18577437,.,-,.,ID=gene-LOC101464880;Dbxref=GeneID:101464880;Name=LOC101464880;gbkey=Gene;gene=LOC101464880;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18589250,18597589,.,-,.,ID=gene-rasip1;Dbxref=GeneID:101465172;Name=rasip1;gbkey=Gene;gene=rasip1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18599904,18602931,.,+,.,ID=gene-LOC101465457;Dbxref=GeneID:101465457;Name=LOC101465457;gbkey=Gene;gene=LOC101465457;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18622826,18633313,.,+,.,ID=gene-LOC101465952;Dbxref=GeneID:101465952;Name=LOC101465952;gbkey=Gene;gene=LOC101465952;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18635509,18679411,.,+,.,ID=gene-LOC101466433;Dbxref=GeneID:101466433;Name=LOC101466433;gbkey=Gene;gene=LOC101466433;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18686811,18696180,.,+,.,ID=gene-LOC101467186;Dbxref=GeneID:101467186;Name=LOC101467186;gbkey=Gene;gene=LOC101467186;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18696294,18701749,.,-,.,ID=gene-LOC101466716;Dbxref=GeneID:101466716;Name=LOC101466716;gbkey=Gene;gene=LOC101466716;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18704350,18708492,.,-,.,ID=gene-LOC101467473;Dbxref=GeneID:101467473;Name=LOC101467473;gbkey=Gene;gene=LOC101467473;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18714809,18729124,.,-,.,ID=gene-LOC101485626;Dbxref=GeneID:101485626;Name=LOC101485626;gbkey=Gene;gene=LOC101485626;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18733871,18738124,.,+,.,ID=gene-m6pr;Dbxref=GeneID:101468482;Name=m6pr;gbkey=Gene;gene=m6pr;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18740517,18747775,.,+,.,ID=gene-phc1;Dbxref=GeneID:101468789;Name=phc1;gbkey=Gene;gene=phc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18747844,18753296,.,-,.,ID=gene-LOC101469074;Dbxref=GeneID:101469074;Name=LOC101469074;gbkey=Gene;gene=LOC101469074;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18755495,18758899,.,-,.,ID=gene-gstk1;Dbxref=GeneID:101469374;Name=gstk1;gbkey=Gene;gene=gstk1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18760372,18768297,.,-,.,ID=gene-LOC101470216;Dbxref=GeneID:101470216;Name=LOC101470216;gbkey=Gene;gene=LOC101470216;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18769957,18779300,.,+,.,ID=gene-casp2;Dbxref=GeneID:101470507;Name=casp2;gbkey=Gene;gene=casp2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18780327,18811903,.,+,.,ID=gene-clcn1;Dbxref=GeneID:101471373;Name=clcn1;gbkey=Gene;gene=clcn1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18814574,18867370,.,-,.,ID=gene-fam131b;Dbxref=GeneID:101472429;Name=fam131b;gbkey=Gene;gene=fam131b;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18853513,18872701,.,+,.,ID=gene-zyx;Dbxref=GeneID:101471964;Name=zyx;gbkey=Gene;gene=zyx;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18873188,18883681,.,+,.,ID=gene-LOC101471667;Dbxref=GeneID:101471667;Name=LOC101471667;gbkey=Gene;gene=LOC101471667;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18884914,18887478,.,-,.,ID=gene-emg1;Dbxref=GeneID:101473610;Name=emg1;gbkey=Gene;gene=emg1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18887546,18893796,.,+,.,ID=gene-nop2;Dbxref=GeneID:101473324;Name=nop2;gbkey=Gene;gene=nop2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18897321,18905564,.,+,.,ID=gene-ing4;Dbxref=GeneID:101474108;Name=ing4;gbkey=Gene;gene=ing4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18905588,18928521,.,+,.,ID=gene-ncapd2;Dbxref=GeneID:101485897;Name=ncapd2;gbkey=Gene;gene=ncapd2;gene_biotype=protein_coding
NC_036790.1,cmsearch,gene,18911130,18911474,.,+,.,ID=gene-LOC111501011;Dbxref=GeneID:111501011;Name=LOC111501011;gbkey=Gene;gene=LOC111501011;gene_biotype=snoRNA
NC_036790.1,cmsearch,gene,18912235,18912520,.,+,.,ID=gene-LOC111501010;Dbxref=GeneID:111501010;Name=LOC111501010;gbkey=Gene;gene=LOC111501010;gene_biotype=snoRNA
NC_036790.1,Gnomon,gene,18929921,18931832,.,+,.,ID=gene-LOC101474397;Dbxref=GeneID:101474397;Name=LOC101474397;gbkey=Gene;gene=LOC101474397;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18937350,18941556,.,+,.,ID=gene-gapdh;Dbxref=GeneID:101474674;Name=gapdh;gbkey=Gene;gene=gapdh;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18943013,18962315,.,+,.,ID=gene-iffo1;Dbxref=GeneID:101474959;Name=iffo1;gbkey=Gene;gene=iffo1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18979494,18987388,.,-,.,ID=gene-cd27;Dbxref=GeneID:101475839;Name=cd27;gbkey=Gene;gene=cd27;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18991827,18997875,.,+,.,ID=gene-LOC101476032;Dbxref=GeneID:101476032;Name=LOC101476032;gbkey=Gene;gene=LOC101476032;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,18998426,19016374,.,+,.,ID=gene-plekhg6;Dbxref=GeneID:101476320;Name=plekhg6;gbkey=Gene;gene=plekhg6;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19016375,19019004,.,-,.,ID=gene-LOC101476613;Dbxref=GeneID:101476613;Name=LOC101476613;gbkey=Gene;gene=LOC101476613;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19023698,19028901,.,+,.,ID=gene-mrpl51;Dbxref=GeneID:101476889;Name=mrpl51;gbkey=Gene;gene=mrpl51;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19030448,19035465,.,+,.,ID=gene-vamp1;Dbxref=GeneID:101477171;Name=vamp1;gbkey=Gene;gene=vamp1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19036567,19042770,.,-,.,ID=gene-tapbpl;Dbxref=GeneID:101477463;Name=tapbpl;gbkey=Gene;gene=tapbpl;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19047278,19060479,.,-,.,ID=gene-LOC101486209;Dbxref=GeneID:101486209;Name=LOC101486209;gbkey=Gene;gene=LOC101486209;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19064881,19070299,.,-,.,ID=gene-LOC105940904;Dbxref=GeneID:105940904;Name=LOC105940904;gbkey=Gene;gene=LOC105940904;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19070644,19081980,.,+,.,ID=gene-LOC101478307;Dbxref=GeneID:101478307;Name=LOC101478307;gbkey=Gene;gene=LOC101478307;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19081816,19085492,.,-,.,ID=gene-LOC101478030;Dbxref=GeneID:101478030;Name=LOC101478030;gbkey=Gene;gene=LOC101478030;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19087345,19111578,.,-,.,ID=gene-ptpn6;Dbxref=GeneID:101478586;Name=ptpn6;gbkey=Gene;gene=ptpn6;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19118877,19145819,.,-,.,ID=gene-chd4;Dbxref=GeneID:101479056;Name=chd4;gbkey=Gene;gene=chd4;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19154796,19159031,.,+,.,ID=gene-LOC101479331;Dbxref=GeneID:101479331;Name=LOC101479331;gbkey=Gene;gene=LOC101479331;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19160230,19167030,.,-,.,ID=gene-LOC101479607;Dbxref=GeneID:101479607;Name=LOC101479607;gbkey=Gene;gene=LOC101479607;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19167966,19176751,.,+,.,ID=gene-mlf2;Dbxref=GeneID:101479886;Name=mlf2;gbkey=Gene;gene=mlf2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19177481,19184539,.,+,.,ID=gene-eno2;Dbxref=GeneID:101480381;Name=eno2;gbkey=Gene;gene=eno2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19187551,19200964,.,+,.,ID=gene-atn1;Dbxref=GeneID:101480677;Name=atn1;gbkey=Gene;gene=atn1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19211601,19212839,.,-,.,ID=gene-LOC101481546;Dbxref=GeneID:101481546;Name=LOC101481546;gbkey=Gene;gene=LOC101481546;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19219795,19224138,.,-,.,ID=gene-LOC101481823;Dbxref=GeneID:101481823;Name=LOC101481823;gbkey=Gene;gene=LOC101481823;gene_biotype=protein_coding
NC_036790.1,cmsearch,gene,19225278,19225333,.,+,.,ID=gene-LOC111501008;Dbxref=GeneID:111501008;Name=LOC111501008;gbkey=Gene;gene=LOC111501008;gene_biotype=snRNA
NC_036790.1,cmsearch,gene,19225844,19225899,.,+,.,ID=gene-LOC111501007;Dbxref=GeneID:111501007;Name=LOC111501007;gbkey=Gene;gene=LOC111501007;gene_biotype=snRNA
NC_036790.1,cmsearch,gene,19226898,19226953,.,+,.,ID=gene-LOC111501009;Dbxref=GeneID:111501009;Name=LOC111501009;gbkey=Gene;gene=LOC111501009;gene_biotype=snRNA
NC_036790.1,Gnomon,gene,19242789,19248142,.,-,.,ID=gene-LOC101482120;Dbxref=GeneID:101482120;Name=LOC101482120;gbkey=Gene;gene=LOC101482120;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19258008,19274412,.,+,.,ID=gene-lpcat3;Dbxref=GeneID:101482416;Name=lpcat3;gbkey=Gene;gene=lpcat3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19275986,19306044,.,+,.,ID=gene-clstn3;Dbxref=GeneID:101482701;Name=clstn3;gbkey=Gene;gene=clstn3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19311260,19329230,.,+,.,ID=gene-pex5;Dbxref=GeneID:101483003;Name=pex5;gbkey=Gene;gene=pex5;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19330465,19333456,.,+,.,ID=gene-cdca3;Dbxref=GeneID:101484585;Name=cdca3;gbkey=Gene;gene=cdca3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19335256,19341529,.,-,.,ID=gene-gnb3;Dbxref=GeneID:101485059;Name=gnb3;gbkey=Gene;gene=gnb3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19345779,19355704,.,-,.,ID=gene-p3h3;Dbxref=GeneID:101486114;Name=p3h3;gbkey=Gene;gene=p3h3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19356232,19369986,.,+,.,ID=gene-usp5;Dbxref=GeneID:101486401;Name=usp5;gbkey=Gene;gene=usp5;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19370064,19373114,.,+,.,ID=gene-LOC101487258;Dbxref=GeneID:101487258;Name=LOC101487258;gbkey=Gene;gene=LOC101487258;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19377492,19381643,.,-,.,ID=gene-LOC101487547;Dbxref=GeneID:101487547;Name=LOC101487547;gbkey=Gene;gene=LOC101487547;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,19385346,19390724,.,+,.,ID=gene-LOC101488019;Dbxref=GeneID:101488019;Name=LOC101488019;gbkey=Gene;gene=LOC101488019;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19389690,19397459,.,+,.,ID=gene-LOC112435570;Dbxref=GeneID:112435570;Name=LOC112435570;gbkey=Gene;gene=LOC112435570;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19404476,19405502,.,+,.,ID=gene-LOC101486501;Dbxref=GeneID:101486501;Name=LOC101486501;gbkey=Gene;gene=LOC101486501;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,19405612,19407095,.,+,.,ID=gene-LOC112435604;Dbxref=GeneID:112435604;Name=LOC112435604;gbkey=Gene;gene=LOC112435604;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,19413868,19426741,.,+,.,ID=gene-LOC101486782;Dbxref=GeneID:101486782;Name=LOC101486782;gbkey=Gene;gene=LOC101486782;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19427322,19447628,.,+,.,ID=gene-LOC101464216;Dbxref=GeneID:101464216;Name=LOC101464216;gbkey=Gene;gene=LOC101464216;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19447688,19451063,.,-,.,ID=gene-LOC101463920;Dbxref=GeneID:101463920;Name=LOC101463920;gbkey=Gene;gene=LOC101463920;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19451953,19460190,.,+,.,ID=gene-LOC101464881;Dbxref=GeneID:101464881;Name=LOC101464881;gbkey=Gene;gene=LOC101464881;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19461951,19482227,.,+,.,ID=gene-cops7a;Dbxref=GeneID:101465173;Name=cops7a;gbkey=Gene;gene=cops7a;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19483636,19492441,.,-,.,ID=gene-LOC101465645;Dbxref=GeneID:101465645;Name=LOC101465645;gbkey=Gene;gene=LOC101465645;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19492978,19503869,.,-,.,ID=gene-LOC101466137;Dbxref=GeneID:101466137;Name=LOC101466137;gbkey=Gene;gene=LOC101466137;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19511414,19521962,.,+,.,ID=gene-LOC101466618;Dbxref=GeneID:101466618;Name=LOC101466618;gbkey=Gene;gene=LOC101466618;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19522419,19539703,.,+,.,ID=gene-gnl1;Dbxref=GeneID:101467280;Name=gnl1;gbkey=Gene;gene=gnl1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19551420,19605947,.,+,.,ID=gene-ddr1;Dbxref=GeneID:101467575;Name=ddr1;gbkey=Gene;gene=ddr1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19606001,19613414,.,-,.,ID=gene-LOC101468677;Dbxref=GeneID:101468677;Name=LOC101468677;gbkey=Gene;gene=LOC101468677;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19617982,19622518,.,+,.,ID=gene-LOC101469831;Dbxref=GeneID:101469831;Name=LOC101469831;gbkey=Gene;gene=LOC101469831;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19626372,19638468,.,+,.,ID=gene-mdc1;Dbxref=GeneID:101468968;Name=mdc1;gbkey=Gene;gene=mdc1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19640085,19655257,.,+,.,ID=gene-LOC101470305;Dbxref=GeneID:101470305;Name=LOC101470305;gbkey=Gene;gene=LOC101470305;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19656576,19664142,.,-,.,ID=gene-LOC101471272;Dbxref=GeneID:101471272;Name=LOC101471272;gbkey=Gene;gene=LOC101471272;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19662152,19667665,.,+,.,ID=gene-ino80e;Dbxref=GeneID:101470596;Name=ino80e;gbkey=Gene;gene=ino80e;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19668682,19673281,.,+,.,ID=gene-LOC101471758;Dbxref=GeneID:101471758;Name=LOC101471758;gbkey=Gene;gene=LOC101471758;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19674245,19689241,.,+,.,ID=gene-vars;Dbxref=GeneID:101472044;Name=vars;gbkey=Gene;gene=vars;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19689344,19703801,.,-,.,ID=gene-abhd16a;Dbxref=GeneID:101472330;Name=abhd16a;gbkey=Gene;gene=abhd16a;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19703886,19716287,.,-,.,ID=gene-LOC101473326;Dbxref=GeneID:101473326;Name=LOC101473326;gbkey=Gene;gene=LOC101473326;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19718630,19805085,.,+,.,ID=gene-LOC101472823;Dbxref=GeneID:101472823;Name=LOC101472823;gbkey=Gene;gene=LOC101472823;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19827732,19850684,.,+,.,ID=gene-LOC101473612;Dbxref=GeneID:101473612;Name=LOC101473612;gbkey=Gene;gene=LOC101473612;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19853781,19857803,.,-,.,ID=gene-rabac1;Dbxref=GeneID:101474109;Name=rabac1;gbkey=Gene;gene=rabac1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19858088,19872400,.,+,.,ID=gene-dedd2;Dbxref=GeneID:101474398;Name=dedd2;gbkey=Gene;gene=dedd2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19862945,19870352,.,+,.,ID=gene-LOC105940905;Dbxref=GeneID:105940905;Name=LOC105940905;gbkey=Gene;gene=LOC105940905;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,19880045,19949709,.,+,.,ID=gene-pou2f2;Dbxref=GeneID:101475439;Name=pou2f2;gbkey=Gene;gene=pou2f2;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,19973131,20041700,.,+,.,ID=gene-LOC101476322;Dbxref=GeneID:101476322;Name=LOC101476322;gbkey=Gene;gene=LOC101476322;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20060063,20104154,.,+,.,ID=gene-cic;Dbxref=GeneID:101476614;Name=cic;gbkey=Gene;gene=cic;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20105333,20113661,.,-,.,ID=gene-LOC101477645;Dbxref=GeneID:101477645;Name=LOC101477645;gbkey=Gene;gene=LOC101477645;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20114095,20135774,.,+,.,ID=gene-LOC101487071;Dbxref=GeneID:101487071;Name=LOC101487071;gbkey=Gene;gene=LOC101487071;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20140797,20166608,.,+,.,ID=gene-LOC101477939;Dbxref=GeneID:101477939;Name=LOC101477939;gbkey=Gene;gene=LOC101477939;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20180967,20280481,.,+,.,ID=gene-grik5;Dbxref=GeneID:101478203;Name=grik5;gbkey=Gene;gene=grik5;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20291842,20293615,.,+,.,ID=gene-LOC101487358;Dbxref=GeneID:101487358;Name=LOC101487358;gbkey=Gene;gene=LOC101487358;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20310849,20312897,.,-,.,ID=gene-LOC105940901;Dbxref=GeneID:105940901;Name=LOC105940901;gbkey=Gene;gene=LOC105940901;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20334022,20334576,.,-,.,ID=gene-LOC101478953;Dbxref=GeneID:101478953;Name=LOC101478953;gbkey=Gene;gene=LOC101478953;gene_biotype=lncRNA
NC_036790.1,Gnomon,gene,20405524,20408982,.,-,.,ID=gene-LOC101479143;Dbxref=GeneID:101479143;Name=LOC101479143;gbkey=Gene;gene=LOC101479143;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20433775,20438037,.,+,.,ID=gene-LOC105940907;Dbxref=GeneID:105940907;Name=LOC105940907;gbkey=Gene;gene=LOC105940907;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20446018,20455318,.,+,.,ID=gene-LOC101479998;Dbxref=GeneID:101479998;Name=LOC101479998;gbkey=Gene;gene=LOC101479998;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20456834,20462468,.,-,.,ID=gene-LOC101480291;Dbxref=GeneID:101480291;Name=LOC101480291;gbkey=Gene;gene=LOC101480291;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20462015,20467605,.,+,.,ID=gene-LOC101480577;Dbxref=GeneID:101480577;Name=LOC101480577;gbkey=Gene;gene=LOC101480577;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20467915,20471081,.,-,.,ID=gene-LOC101481155;Dbxref=GeneID:101481155;Name=LOC101481155;gbkey=Gene;gene=LOC101481155;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20473188,20474378,.,-,.,ID=gene-cnfn;Dbxref=GeneID:101480873;Name=cnfn;gbkey=Gene;gene=cnfn;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20483702,20485192,.,+,.,ID=gene-LOC101481446;Dbxref=GeneID:101481446;Name=LOC101481446;gbkey=Gene;gene=LOC101481446;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20492362,20493833,.,+,.,ID=gene-LOC111501006;Dbxref=GeneID:111501006;Name=LOC111501006;gbkey=Gene;gene=LOC111501006;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20497717,20502218,.,+,.,ID=gene-LOC105940902;Dbxref=GeneID:105940902;Name=LOC105940902;gbkey=Gene;gene=LOC105940902;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20507935,20512277,.,+,.,ID=gene-LOC106675624;Dbxref=GeneID:106675624;Name=LOC106675624;gbkey=Gene;gene=LOC106675624;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20515142,20518635,.,+,.,ID=gene-LOC101481928;Dbxref=GeneID:101481928;Name=LOC101481928;gbkey=Gene;gene=LOC101481928;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20520519,20523688,.,-,.,ID=gene-LOC101464217;Dbxref=GeneID:101464217;Name=LOC101464217;gbkey=Gene;gene=LOC101464217;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20527459,20530177,.,-,.,ID=gene-LOC105940418;Dbxref=GeneID:105940418;Name=LOC105940418;gbkey=Gene;gene=LOC105940418;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20531051,20535796,.,-,.,ID=gene-LOC106675620;Dbxref=GeneID:106675620;Name=LOC106675620;gbkey=Gene;gene=LOC106675620;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20545355,20550674,.,+,.,ID=gene-LOC101482604;Dbxref=GeneID:101482604;Name=LOC101482604;gbkey=Gene;gene=LOC101482604;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20552451,20577472,.,+,.,ID=gene-megf8;Dbxref=GeneID:101482907;Name=megf8;gbkey=Gene;gene=megf8;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20578801,20582336,.,+,.,ID=gene-LOC101483190;Dbxref=GeneID:101483190;Name=LOC101483190;gbkey=Gene;gene=LOC101483190;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20631945,20669780,.,+,.,ID=gene-LOC101483472;Dbxref=GeneID:101483472;Name=LOC101483472;gbkey=Gene;gene=LOC101483472;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20671980,20714363,.,+,.,ID=gene-arhgef1;Dbxref=GeneID:101483769;Name=arhgef1;gbkey=Gene;gene=arhgef1;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20715895,20718573,.,+,.,ID=gene-cd79a;Dbxref=GeneID:101484977;Name=cd79a;gbkey=Gene;gene=cd79a;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20718858,20747654,.,+,.,ID=gene-lipe;Dbxref=GeneID:101485272;Name=lipe;gbkey=Gene;gene=lipe;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20748533,20793933,.,+,.,ID=gene-tmem145;Dbxref=GeneID:101485895;Name=tmem145;gbkey=Gene;gene=tmem145;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20796179,20799163,.,-,.,ID=gene-mrpl17;Dbxref=GeneID:101486207;Name=mrpl17;gbkey=Gene;gene=mrpl17;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20803263,20804879,.,+,.,ID=gene-LOC101464497;Dbxref=GeneID:101464497;Name=LOC101464497;gbkey=Gene;gene=LOC101464497;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20809019,20810648,.,+,.,ID=gene-LOC106674865;Dbxref=GeneID:106674865;Name=LOC106674865;gbkey=Gene;gene=LOC106674865;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20812772,20814383,.,+,.,ID=gene-LOC106674864;Dbxref=GeneID:106674864;Name=LOC106674864;gbkey=Gene;gene=LOC106674864;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20822912,20824800,.,+,.,ID=gene-LOC106674866;Dbxref=GeneID:106674866;Name=LOC106674866;gbkey=Gene;gene=LOC106674866;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20829911,20831554,.,-,.,ID=gene-LOC101486693;Dbxref=GeneID:101486693;Name=LOC101486693;gbkey=Gene;gene=LOC101486693;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20833534,20851733,.,-,.,ID=gene-LOC101486978;Dbxref=GeneID:101486978;Name=LOC101486978;gbkey=Gene;gene=LOC101486978;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20857497,20873552,.,+,.,ID=gene-bcl3;Dbxref=GeneID:101487640;Name=bcl3;gbkey=Gene;gene=bcl3;gene_biotype=protein_coding
NC_036790.1,Gnomon,gene,20874855,20885094,.,+,.,ID=gene-LOC101488107;Dbxref=GeneID:101488107;Name=LOC101488107;gbkey=Gene;gene=LOC101488107;gene_biotype=protein_coding
